"r_1_1","r_2_1","r_1_2","r_2_2","r_1_3","r_2_3","r_1_4","r_2_4","r_1_5","r_2_5","r_1_6","r_2_6","r_1_7","r_2_7","r_1_8","r_2_8","r_1_9","r_2_9","r_1_10","r_2_10","r_1_11","r_2_11","r_1_12","r_2_12","r_1_13","r_2_13","q_1","q_2","q_3","q_4"
-0.6158889149046967,-0.17945882062652233,-1.7158818931032205,0.39993329468673433,-2.235016521418632,3.5204273624732676,0.13436437224558195,-1.585717952738312,-0.12050227405774647,-0.936021309053287,-1.3420195081229336,-0.054521848097732514,-1.4983597028438378,-0.397266615766152,0.12022391665518667,0.5881437954627322,-0.33226676289340645,0.08276624479761437,-2.5954277838669735,-0.3433674049331864,-0.38681109586153783,-0.2504620879207943,-0.40008025090414545,-0.0659716611168168,-0.6022281630967407,-0.40595378618927536,0.2700091678638536,0.0009517306900066701,0.04511904019111229,0.000606054874383549
-1.032223968537356,0.14638438755444116,-1.8942631815986677,0.3991265701495572,-2.725526862764325,3.5577588961401396,0.13173049981776253,-1.556784635669081,-0.14115829898457735,-0.9647934117817215,-1.2331532126111053,-0.08786678046091279,-2.321711568010795,-0.7344627353529364,-0.17002896870811296,0.5538271356670255,-0.32737582858612185,0.05875673494566698,-2.7094016736317035,-0.7702136167489098,-0.355902401548087,-0.23437217002677035,-0.42987339485666276,-0.09054018316991365,-0.646725522357662,-0.36429251312915367,0.29806327305978386,0.0010539969492169773,0.05886152838304207,0.0011600206636722006
-0.9981632985258715,-0.2485835401876242,-1.883044684855158,0.503426578935882,-7.185394086948236,3.6163998827092576,0.14311958774837505,-1.636647511907508,-0.0558454891572478,-0.8188000650884993,-1.1572593535063458,-0.016009202853094387,-1.7832622364800985,-0.37529105187870204,-0.18507595406961927,0.5128094385646106,-0.3598857517010335,0.11398017887208535,-2.437467217854067,-0.04657343239469419,-0.3663139757807949,-0.24849531409582123,-0.3093148577976319,-0.07126585548283126,-0.5540447611378746,-0.3749609786079902,0.28381596950871063,0.0014642271615900818,0.0624297376994645,0.0003156797015760102
-0.8177641305951908,0.21263349833108142,-1.7019704906930855,0.3700655142638276,-3.701471342883309,3.5311838585123168,0.1296301721033204,-1.5863537747850014,-0.15223044922049545,-0.8670020501088868,-1.2170258767293418,-0.08373264966885713,-1.8331902654946324,-0.5964219143434333,-0.07781498062935538,0.5658504751360204,-0.3476637874729771,0.07538037739730852,-1.7161889309758491,-0.16875878966100288,-0.3669783550176076,-0.22233453904573064,-0.43756095574048204,-0.09454098334704668,-0.534871476627931,-0.430055614650378,0.275893630272009,0.0024216730171261803,0.05847214930652771,0.0012102236276033433
-0.691726111838799,-0.14310368989587388,-1.6362428662329696,0.5092216581839094,-3.187317559867315,3.6075204411286026,0.12002323866971921,-1.520012502986619,-0.17064562628852278,-0.7865542565390773,-1.177076010005624,-0.051014101633643526,-2.0325330236157577,-0.5166611215978001,-0.1390936964316506,0.48862430001057966,-0.31614434050418405,0.05829702967783279,-2.9763594239297704,-0.5101025825620158,-0.3642628170762508,-0.2965385568538874,-0.318608656538765,-0.07608693191962257,-0.6291147848268562,-0.2883932509092698,0.29077064850135065,0.001219662353843253,0.06603452943864663,0.00013455246950613544
-0.8603693496277088,0.27954813150058094,-1.917237418238023,0.3950586389620543,-3.9722152008852762,3.589351353260618,0.12254894165232134,-1.6392158861104114,-0.05379271975267217,-0.9545966237808043,-1.195860807275947,-0.07061277417001734,-1.867151942504758,-0.4693485629933487,-0.1276166444814557,0.5637608946298821,-0.36439781427704776,0.11259023167053864,-1.3966788160077634,-0.12035341103882241,-0.33934597730581456,-0.2264154123708673,-0.3783441298764724,0.017165723842095935,-0.6087049621238362,-0.3870368414941367,0.27452436946870123,0.0017109768330803548,0.0695918160420544,4.7480608548315844e-5
-2.1730849683154214,1.3685658269829748,-1.5539729099867732,0.5658355572858667,-4.602616774712764,3.627699496728916,0.11705794799266384,-1.5478966411029504,-0.046776373693757506,-0.7883035893369323,-1.189312674735222,-0.05222884233409924,-2.114699236325757,-0.528093903124899,-0.18990669094784043,0.4369262994798221,-0.2777157344299985,0.06471170804562794,-3.312867382263513,-0.13591447486510508,-0.348455025776138,-0.27625361833226586,-0.3429487322928226,-0.1541847535727723,-0.5880723093787792,-0.37075716727462427,0.2859805131031793,0.0012508914610149153,0.05535071300925469,0.0008362621951809265
-2.003670733222422,1.2504725100719578,-1.662504780211475,0.577233685561272,-2.9956858440579364,3.6088631682648846,0.11077195608831229,-1.5389293154734704,-0.0650193975160165,-0.7537903498926289,-1.153549593878365,-0.04113515290282571,-2.197013819418801,-0.5120289435765385,-0.10121731218612574,0.486665889788635,-0.30723321024612105,0.09760559515686673,-2.6471888135205637,0.017213847441565795,-0.3601362248999321,-0.3319378992112071,-0.37274827360457,-0.13161217674599435,-0.587239705002688,-0.3788179948921335,0.2777238847222804,0.0010838086662451375,0.05787554961494452,0.0005935164875707242
-0.9415646112312563,0.14775271575668592,-1.6120533232616046,0.4308255632278937,-4.072896530731194,3.5554353754909336,0.12556172712571587,-1.656463809760697,-0.209241677335128,-0.7439227314629471,-1.1896874361472352,-0.09332219372969483,-1.8127051011868294,-0.4863310042278203,0.2275082119392423,0.5306390192082754,-0.29462725219623737,0.1050993280965557,-1.8274861600382069,0.0430372233726356,-0.3975334339942651,-0.26580788792322274,-0.4618960210903829,-0.11049959637071266,-0.6229494039146056,-0.38366764199975195,0.29466499042545197,0.001520973904357527,0.023759648032851594,0.0005016871804377217
-0.8133052877015619,-0.20962942084904493,-1.7776612023701506,0.4427967109628424,-3.567526126244394,3.5414290479506967,0.11511285538767932,-1.6148060862440907,-0.16779541988062419,-0.7048528904098287,-1.1322402796283457,-0.04268806194428153,-1.438095244581422,-0.5176604967704864,0.31549714609151935,0.5650059764532517,-0.30829977620370147,0.043334466446712384,-2.533971771117248,-0.28867857712609263,-0.41650371263709335,-0.2869097807670891,-0.4505513449247366,-0.06411631307123548,-0.6126367906253878,-0.4377741418274044,0.28814805240425717,0.0009962028325785804,0.015782091215071247,0.00017302088284576038
